Titulo,Resumen,URL,Seccion,Sitio de publicacion,Fecha de publicacion,Autor,Contenido,Imagen
Gobierno de México insta a detener subasta de piezas arqueológicas en Ámsterdam,"<figure><img width=""300"" height=""169"" src=""https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg?w=300"" class=""attachment-medium size-medium wp-post-image"" alt=""Subasta Ámsterdam"" decoding=""async"" srcset=""https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg 1280w, https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg?resize=300,169 300w, https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg?resize=768,432 768w, https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg?resize=1024,576 1024w, https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg?resize=400,225 400w, https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg?resize=1200,675 1200w"" sizes=""(max-width: 34.9rem) calc(100vw - 2rem), (max-width: 53rem) calc(8 * (100vw / 12)), (min-width: 53rem) calc(6 * (100vw / 12)), 100vw"" /></figure>El Gobierno de México condenó la subasta “Arqueología, arte tribal y carteles de cine de Ghana en Ámsterdam”",https://www.24-horas.mx/2023/05/08/gobierno-de-mexico-insta-a-detener-subasta-de-piezas-arqueologicas-en-amsterdam/,México,24 Horas,"Tue, 09 May 2023 04:36:10 +0000",<dc:creator>Redacción 24 Horas</dc:creator>,"<figure><img width=""300"" height=""169"" src=""https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg?w=300"" class=""attachment-medium size-medium wp-post-image"" alt=""Subasta Ámsterdam"" decoding=""async"" loading=""lazy"" srcset=""https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg 1280w, https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg?resize=300,169 300w, https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg?resize=768,432 768w, https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg?resize=1024,576 1024w, https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg?resize=400,225 400w, https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg?resize=1200,675 1200w"" sizes=""(max-width: 34.9rem) calc(100vw - 2rem), (max-width: 53rem) calc(8 * (100vw / 12)), (min-width: 53rem) calc(6 * (100vw / 12)), 100vw"" /></figure><p>La Secretaría de Cultura federal y el Instituto Nacional de Antropología e Historia (<strong>INAH</strong>) <b>condenan </b>enérgicamente la <strong>subasta</strong> “Arqueología, arte tribal y carteles de cine de Ghana en <strong>Ámsterdam</strong>”, anunciada por la casa neerlandesa <strong>De Zwaan</strong>, a realizarse este miércoles.</p>
<p>La venta incluye 30 objetos que, de acuerdo con el dictamen de especialistas del INAH, son monumentos arqueológicos que forman parte del patrimonio de la nación mexicana, definidos y protegidos por la Ley Federal sobre Monumentos y Zonas Arqueológicos, Artísticos e Históricos, donde se reconocen piezas mayas, chontales y olmecas, entre otras filiaciones culturales.</p>
<h5><span style=""color: #800000;""><strong>Te podría interesar: <a style=""color: #800000;"" href=""https://www.24-horas.mx/2023/05/08/permanencia-de-la-actual-dirigencia-del-pri-debilita-al-partido-ruiz-massieu/"" target=""_blank"" rel=""bookmark noopener"">Permanencia de la actual dirigencia del PRI, debilita al partido: Ruíz Massieu</a></strong></span></h5>
<p>Incluso, se interpuso la denuncia correspondiente ante la Fiscalía General de la República (FGR) y se dio aviso a la Interpol, al tiempo que se solicitó a la Consultoría Jurídica de la Secretaría de Relaciones Exteriores (SRE) la asistencia diplomática para llevar a cabo las acciones pertinentes que permitan proteger este patrimonio cultural.</p>
<p>A través de una carta, el gobierno federal manifestó su rotunda desaprobación respecto a la subasta.<br />
En la misiva se hace referencia a los dictámenes en materia de arqueología realizados por especialistas del INAH a partir del catálogo digital disponible en la página web de la casa de subastas.</p>
<p>Dicho dictamen determina que 30 piezas fueron realizadas por tradiciones culturales como la maya, olmeca, chupícuaro, remojadas y algunas otras que se asentaron en los actuales estados de Colima, Nayarit y Veracruz.</p>
<h5><span style=""color: #800000;""><strong>Te podría interesar: <a style=""color: #800000;"" href=""https://www.24-horas.mx/2023/05/08/notifica-scjn-a-legisladores-su-resolucion-respecto-al-plan-b/"" target=""_blank"" rel=""bookmark noopener"">Notifica SCJN a legisladores su resolución respecto al plan B</a></strong></span></h5>
<p>Ante ello, a través de un comunicado, la Secretaría de Cultura federal dio a conocer que apela a la ética y respeto por el patrimonio de México y hace un llamado a De Zwaan a detener la subasta, tomando en consideración el valor histórico, simbólico y cultural de dichos bienes, superior a cualquier interés comercial.</p>
<p>Además, aclaró que se iniciaron los procedimientos judiciales correspondientes ante las autoridades sobre la venta en cuestión, con el interés de que las piezas que la conforman sean repatriadas a territorio mexicano, a través de los canales diplomáticos y legales oficiales.</p>
",https://www.24-horas.mx/wp-content/uploads/2023/05/Subasta-Amsterdam.jpg?w=300
"CDMX: Anuncian Plastianguis, festival para promover cultura de reciclaje","<figure><img width=""300"" height=""169"" src=""https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg?w=300"" class=""attachment-medium size-medium wp-post-image"" alt=""RECICLAJE-CDMX"" decoding=""async"" loading=""lazy"" srcset=""https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg 1280w, https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg?resize=300,169 300w, https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg?resize=768,434 768w, https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg?resize=1024,578 1024w, https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg?resize=400,226 400w, https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg?resize=1200,678 1200w"" sizes=""(max-width: 34.9rem) calc(100vw - 2rem), (max-width: 53rem) calc(8 * (100vw / 12)), (min-width: 53rem) calc(6 * (100vw / 12)), 100vw"" /></figure>“Es una iniciativa que tiene como objetivo central fomentar e impulsar la cultura del reciclaje”, explicó el coordinador general de la ACH, José Manuel Oropeza Morales",https://www.24-horas.mx/2023/05/08/cdmx-anuncian-plastianguis-festival-para-promover-cultura-de-reciclaje/,CDMX,24 Horas,"Tue, 09 May 2023 04:34:47 +0000",<dc:creator>Ángel Ortíz</dc:creator>,"<figure><img width=""300"" height=""169"" src=""https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg?w=300"" class=""attachment-medium size-medium wp-post-image"" alt=""RECICLAJE-CDMX"" decoding=""async"" loading=""lazy"" srcset=""https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg 1280w, https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg?resize=300,169 300w, https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg?resize=768,434 768w, https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg?resize=1024,578 1024w, https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg?resize=400,226 400w, https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg?resize=1200,678 1200w"" sizes=""(max-width: 34.9rem) calc(100vw - 2rem), (max-width: 53rem) calc(8 * (100vw / 12)), (min-width: 53rem) calc(6 * (100vw / 12)), 100vw"" /></figure><p>El próximo sábado se llevará a cabo el <strong>Festival Plastianguis</strong> en la <strong>Plaza Tlaxcoaque</strong>, cuyo objetivo será incentivar en la ciudadanía la<strong> cultura del reciclaje</strong> a través del intercambio de productos de plástico por artículos de la canasta básica.</p>
<p>“Es una iniciativa que tiene como objetivo central fomentar e impulsar la cultura del reciclaje. En el caso de la Autoridad del Centro Histórico (ACH) nos interesa mucho promover esta cultura ambiental, esta cultura del reciclamiento, en este caso del PET y todos los plásticos que se generan”, explicó el coordinador general de la ACH, José Manuel Oropeza Morales, pues señaló que en la zona Centro se genera un amplio volumen de material que se puede reciclar.</p>
<p><strong>Te podría interesar: <span style=""color: #800000;""><a style=""color: #800000;"" href=""https://www.24-horas.mx/2023/05/08/gobierno-capitalino-recibe-17-nuevos-trolebuses-como-obras-de-mitigacion-inmobiliaria/"">Gobierno capitalino recibe 17 nuevos Trolebuses como obras de mitigación inmobiliaria</a></span></strong></p>
<p>En tanto, Rubén Muñoz, director de Medio Ambiente, Seguridad e Higiene de la Asociación Nacional de la Industria Química (ANIQ), explicó que la idea es bastante sencilla, pues el objetivo, además de propiciar el acopio de plásticos, se trata de que la gente aprenda a identificar y separar los tipos de este material que utiliza de manera cotidiana, siendo, al menos, seis los más utilizados, los cuales se pueden identificar a través de un número que se encuentra dentro de un triángulo en la parte baja de los envases.</p>
<p>Finalmente, precisó Muñoz, “no es necesario lavarlos porque si no pierde todo el concepto de lo que queremos manejar, lo que sí de preferencia que no traiga (el envase) ninguna sustancia; en ocasiones a las botellas nos es fácil ponerles solventes, gasolina, pintura y demás”, pues explicó que en ese caso no las podrían recibir debido a que estas sustancias requieren de un tratamiento especial.</p>
<p>El Festival Plastianguis, que espera recolectar dos toneladas de este material, se llevará a cabo el próximo sábado 13 de mayo a partir de las 09:00 horas en la Plaza Tlaxcoaque, localizada en la alcaldía Cuauhtémoc, por lo que la ACH y la ANIQ invitan a la ciudadanía a llevar sus plásticos para reciclaje e intercambiarlos por productos de la canasta básica, mismos que al terminarse darán por concluida la jornada de acopio.</p>
<p><strong>Te podría interesar: <span style=""color: #800000;""><a style=""color: #800000;"" href=""https://www.24-horas.mx/2023/05/08/falsa-alarma-alerta-sismica-se-activa-por-trabajos-de-mantenimiento-en-cdmx/"">Falsa alarma: Alerta sísmica se activa por trabajos de mantenimiento</a></span></strong></p>
<p>Las y los ciudadanos recibirán PLASTIpesos según la cantidad de material que entreguen: 6 por un kilo de PET (aproximadamente 33 botellas de 600 ml); 6 por un kilo de PEAD (aproximadamente 25 botellas de detergentes de 950 ml); 3 por 200 gramos de PVC (una cortina de baño pesa alrededor de 280 gramos); 3 por 50 gramos de PEBD (aproximadamente 17 bolsas de supermercado); 3 por 200 gramos de PP (aproximadamente 50 tapas rosca de bebidas carbonatadas); y 5 por 50 gramos de EPS (aproximadamente 25 vasos desechables de 296 ml).</p>
<p>EAM</p>
",https://www.24-horas.mx/wp-content/uploads/2023/05/RECICLAJE-CDMX.jpg?w=300
Indicadores Financieros | 08 de Mayo 2023,"<figure><img width=""300"" height=""177"" src=""https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?w=300"" class=""attachment-medium size-medium wp-post-image"" alt=""INDICADORES"" decoding=""async"" loading=""lazy"" srcset=""https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg 1859w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=300,177 300w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=768,453 768w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=1024,604 1024w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=1536,906 1536w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=1200,708 1200w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=1568,925 1568w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=400,236 400w"" sizes=""(max-width: 34.9rem) calc(100vw - 2rem), (max-width: 53rem) calc(8 * (100vw / 12)), (min-width: 53rem) calc(6 * (100vw / 12)), 100vw"" /></figure>El dólar en ventanilla cerró en 17.79",https://www.24-horas.mx/2023/05/08/indicadores-financieros-08-de-mayo-2023/,Economía,24 Horas,"Tue, 09 May 2023 04:15:26 +0000",<dc:creator>Redacción 24 Horas</dc:creator>,"<figure><img width=""300"" height=""177"" src=""https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?w=300"" class=""attachment-medium size-medium wp-post-image"" alt=""INDICADORES"" decoding=""async"" loading=""lazy"" srcset=""https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg 1859w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=300,177 300w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=768,453 768w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=1024,604 1024w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=1536,906 1536w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=1200,708 1200w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=1568,925 1568w, https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?resize=400,236 400w"" sizes=""(max-width: 34.9rem) calc(100vw - 2rem), (max-width: 53rem) calc(8 * (100vw / 12)), (min-width: 53rem) calc(6 * (100vw / 12)), 100vw"" /></figure><h4 style=""text-align: center;""><strong>Indicadores Financieros</strong></h4>
<table width=""338"">
<tbody>
<tr>
<td colspan=""3"" width=""338"">Indicadores Financieros</td>
</tr>
<tr>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<td width=""162"">Mercado bursátil  (índices)</td>
<td width=""88"">Valor</td>
<td width=""88"">Variación, %</td>
</tr>
<tr>
<td>S&amp;P/BMV IPC</td>
<td>55,033.12</td>
<td>0.17%</td>
</tr>
<tr>
<td>FTSE BIVA</td>
<td>1138.1</td>
<td>0.08%</td>
</tr>
<tr>
<td>Dow Jones</td>
<td>33,673.00</td>
<td>-0.04%</td>
</tr>
<tr>
<td>Nasdaq</td>
<td width=""88"">13,336.25</td>
<td>0.14%</td>
</tr>
<tr>
<td>Unidad: puntos al cierre</td>
<td></td>
<td></td>
</tr>
<tr>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<td>Mercado de cambios</td>
<td>Valor</td>
<td width=""88"">Variación, %</td>
</tr>
<tr>
<td>Dólar ventanilla</td>
<td>17.7936</td>
<td>0.01%</td>
</tr>
<tr>
<td>Dólar interbancario</td>
<td>17.7895</td>
<td>0.00%</td>
</tr>
<tr>
<td>Dólar fix</td>
<td>17.8200</td>
<td>0.04%</td>
</tr>
<tr>
<td>Euro ventanilla</td>
<td>19.5741</td>
<td>-0.07%</td>
</tr>
<tr>
<td>Euro interbancario</td>
<td>19.5660</td>
<td>-0.05%</td>
</tr>
<tr>
<td>Unidad: pesos por divisa</td>
<td></td>
<td></td>
</tr>
<tr>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<td>Tasas de interés</td>
<td>Nivel</td>
<td width=""88"">Variación en puntos</td>
</tr>
<tr>
<td>Tasa objetivo</td>
<td>11.2500</td>
<td>=</td>
</tr>
<tr>
<td>CETES 28 días</td>
<td>11.4000</td>
<td>=</td>
</tr>
<tr>
<td>TIIE 28 días</td>
<td>11.5625</td>
<td></td>
</tr>
<tr>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<td>Metales</td>
<td>Valor</td>
<td width=""88"">Variación, %</td>
</tr>
<tr>
<td>Oro (onza)</td>
<td>2,028.35</td>
<td>-0.23%</td>
</tr>
<tr>
<td>Plata (onza)</td>
<td>25.790</td>
<td>-0.18%</td>
</tr>
<tr>
<td>Cobre (libra)</td>
<td>3.9238</td>
<td>0.01%</td>
</tr>
<tr>
<td>Unidad: dólares</td>
<td></td>
<td></td>
</tr>
<tr>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<td>Petróleo</td>
<td>Valor</td>
<td width=""88"">Variación, %</td>
</tr>
<tr>
<td>Mezcla Mexicana</td>
<td>63.12</td>
<td>2.40%</td>
</tr>
<tr>
<td>WTI</td>
<td>72.94</td>
<td>0.22%</td>
</tr>
<tr>
<td>Brent</td>
<td>76.60</td>
<td width=""88"">-0.03%</td>
</tr>
<tr>
<td>Unidad: dólares por barril</td>
<td></td>
<td></td>
</tr>
<tr>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<td colspan=""3"">Fuente: Banxico, BMV, BIVA, BBVA, Investing, Pemex</td>
</tr>
</tbody>
</table>
",https://www.24-horas.mx/wp-content/uploads/2023/05/INDICADORES-09-de-MAYO-de-2023.jpg?w=300
"Permanencia de la actual dirigencia del PRI, debilita al partido: Ruíz Massieu","<figure><img width=""300"" height=""169"" src=""https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg?w=300"" class=""attachment-medium size-medium wp-post-image"" alt=""Ruiz Massieu"" decoding=""async"" loading=""lazy"" srcset=""https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg 1280w, https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg?resize=300,169 300w, https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg?resize=768,432 768w, https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg?resize=1024,576 1024w, https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg?resize=400,225 400w, https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg?resize=1200,675 1200w"" sizes=""(max-width: 34.9rem) calc(100vw - 2rem), (max-width: 53rem) calc(8 * (100vw / 12)), (min-width: 53rem) calc(6 * (100vw / 12)), 100vw"" /></figure>Claudia Ruiz Massieu, senadora del PRI, se pronunció en contra de la permanencia de Alejandro Moreno pues considera que “debilita al partido”",https://www.24-horas.mx/2023/05/08/permanencia-de-la-actual-dirigencia-del-pri-debilita-al-partido-ruiz-massieu/,México,24 Horas,"Tue, 09 May 2023 04:09:43 +0000",<dc:creator>Redacción 24 Horas</dc:creator>,"<figure><img width=""300"" height=""169"" src=""https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg?w=300"" class=""attachment-medium size-medium wp-post-image"" alt=""Ruiz Massieu"" decoding=""async"" loading=""lazy"" srcset=""https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg 1280w, https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg?resize=300,169 300w, https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg?resize=768,432 768w, https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg?resize=1024,576 1024w, https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg?resize=400,225 400w, https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg?resize=1200,675 1200w"" sizes=""(max-width: 34.9rem) calc(100vw - 2rem), (max-width: 53rem) calc(8 * (100vw / 12)), (min-width: 53rem) calc(6 * (100vw / 12)), 100vw"" /></figure><p><span data-contrast=""auto""><strong>Claudia Ruiz Massieu</strong>, senadora del PRI, se <strong>pronunció en contra</strong> de la permanencia de los <strong>dirigentes</strong> del Comité Ejecutivo Nacional (<strong>CEN</strong>) pues considera que “<strong>debilita al partido</strong>”.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></p>
<p><span data-contrast=""auto"">A través de su perfil de <strong>Twitter</strong>, la legisladora manifestó su <strong>negativa</strong> de la permanencia de la dirigencia del CEN del Partido Revolucionario Institucional (PRI).</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></p>
<p><span data-contrast=""auto"">“</span><span data-contrast=""none"">Hoy se reúne el Consejo Político Nacional (CPN) del </span><span data-contrast=""auto"">@PRI_Nacional </span><span data-contrast=""none"">para extender la permanencia de la Dirigencia del CEN hasta 2024. Solicité la palabra para expresar mi voto en contra, porque se priva a la militancia de su derecho de elegir nueva dirigencia y se debilita al partido”.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:0,&quot;335551620&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></p>
<h5><span style=""color: #800000;""><strong>Te podría interesar: <a style=""color: #800000;"" href=""https://www.24-horas.mx/2023/05/08/diputados-del-prd-exigen-a-ejecutivo-frenar-presiones-y-hostigamiento-a-ministros/"" target=""_blank"" rel=""bookmark noopener"">Diputados del PRD exigen a Ejecutivo frenar presiones y hostigamiento a ministros</a></strong></span></h5>
<blockquote class=""twitter-tweet"" data-width=""550"" data-dnt=""true"">
<p lang=""es"" dir=""ltr"">Hoy se reúne el Consejo Político Nacional del <a href=""https://twitter.com/PRI_Nacional?ref_src=twsrc%5Etfw"">@PRI_Nacional</a> para extender la permanencia de la Dirigencia del CEN hasta 2024. Solicité la palabra para expresar mi voto en contra, porque se priva a la militancia de su derecho de elegir nueva dirigencia y se debilita al partido. <a href=""https://t.co/P8X1PL4Kxx"">pic.twitter.com/P8X1PL4Kxx</a></p>
<p>&mdash; Claudia Ruiz Massieu (@ruizmassieu) <a href=""https://twitter.com/ruizmassieu/status/1655713146227531777?ref_src=twsrc%5Etfw"">May 8, 2023</a></p></blockquote>
<p><script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script></p>
<p><span data-contrast=""none"">Lo anterior se da luego de que el CPN del PRI sostuvo una reunión este 8 de mayo para aprobar la prórroga de la conclusión de la dirigencia nacional de Alejandro Moreno y Carolina Viggiano.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:0,&quot;335551620&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></p>
<p><span data-contrast=""none"">La aprobación indica que los dirigentes mencionados concluirán su dirigencia en septiembre de 2024, es decir, al finalizar el año electoral.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:0,&quot;335551620&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></p>
<p><span data-contrast=""auto"">Massieu indicó que con base al artículo 38 del reglamento del CNP, se haga una “votación de manera nominal por cada uno de los integrantes presentes en la LXIV sesión extraordinaria del CNP”.</span></p>
<h5><span style=""color: #800000;""><strong>Te podría interesar: <a style=""color: #800000;"" href=""https://www.24-horas.mx/2023/05/08/aprueba-pri-prorrogar-hasta-septiembre-de-2024-dirigencia-de-alejandro-moreno/"" target=""_blank"" rel=""bookmark noopener"">Aprueba PRI, prorrogar hasta septiembre de 2024 dirigencia de Alejandro Moreno</a></strong></span></h5>
<p><span data-contrast=""auto"">Cabe recordar que en el pasado mes de abril la Sala Superior del Tribunal Electoral del Poder Judicial de la Federación (TEPJF) validó la extensión en el cargo de Alito Moreno como presidente del PRI en 2024.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></p>
<p><span data-contrast=""auto"">En enero de este año, el consejo del Instituto Nacional Electoral (INE) invalidó la extensión de mandato de Alito pero el partido impugnó ante el TEPJF.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></p>
<p><span data-contrast=""auto"">LEO</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span></p>
",https://www.24-horas.mx/wp-content/uploads/2023/05/Ruiz-Massieu.jpg?w=300
